frame,seq,event,label,id,value,score
1285,3,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,30
1286,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,30
1286,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,30
1289,0,CONTACT_BEGIN,top-right-8,0,0,30
1289,1,CONTACT_BEGIN,top-right-7,0,0,30
1290,0,CONTACT_END,top-right-8,0,0,30
1290,1,CONTACT_END,top-right-7,0,0,30
1290,2,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,30
1295,0,CONTACT_BEGIN,top-right-13,0,0,30
1296,0,CONTACT_BEGIN,top-right-14,0,0,30
1297,0,CONTACT_BEGIN,top-right-15,0,0,30
1297,1,CONTACT_END,top-right-13,0,0,30
1297,2,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,30
1298,0,CONTACT_END,top-right-14,0,0,30
1298,1,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,30
1298,2,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,30
1299,0,CONTACT_BEGIN,top-right-16,0,0,30
1299,1,CONTACT_END,top-right-15,0,0,30
1300,0,CONTACT_BEGIN,top-right-17,0,0,30
1301,0,CONTACT_END,top-right-16,0,0,30
1302,0,CONTACT_END,top-right-17,0,0,30
1302,1,CONTACT_BEGIN,top-right-18,0,0,30
1302,2,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,30
1303,0,CONTACT_BEGIN,top-right-19,0,0,30
1304,0,CONTACT_END,top-right-18,0,0,30
1305,0,CONTACT_END,top-right-19,0,0,30
1315,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,30
1316,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,30
1316,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,30
1319,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,30
1321,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,30
1322,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,30
1322,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,30
1325,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,30
1361,0,CONTACT_BEGIN,obstacle:7,7,0,30
1362,0,CONTACT_END,obstacle:7,7,0,30
1381,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,30
1382,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,30
1382,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,30
1386,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,30
1393,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,30
1394,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,30
1394,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,30
1398,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,30
1410,0,CONTACT_BEGIN,sling-corner:5,5,0,30
1410,1,CONTACT_BEGIN,sling-reactive:5,5,0,30
1411,0,CONTACT_END,sling-reactive:5,5,0,30
1411,1,HIT,sling-reactive:5,5,5,35
1411,2,CONTACT_END,sling-corner:5,5,0,35
1411,3,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1412,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1412,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1415,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1417,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1418,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1418,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1421,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1456,0,CONTACT_BEGIN,obstacle:7,7,0,35
1457,0,CONTACT_END,obstacle:7,7,0,35
1477,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1478,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1478,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1482,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1489,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1490,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1490,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1494,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1507,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1508,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1508,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1511,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1513,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1514,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1514,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1517,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1533,0,CONTACT_BEGIN,sling-reactive:9,9,0,35
1533,1,CONTACT_BEGIN,sling-corner:9,9,0,35
1534,0,CONTACT_END,sling-corner:9,9,0,35
1534,1,CONTACT_END,sling-reactive:9,9,0,35
1534,2,HIT,sling-reactive:9,9,0,35
1545,0,CONTACT_BEGIN,left-wall,0,0,35
1546,0,CONTACT_END,left-wall,0,0,35
1573,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1574,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1574,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,35
1578,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,35
1585,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1586,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1586,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,35
1590,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,35
1598,0,CONTACT_BEGIN,sling-reactive:5,5,0,35
1599,0,CONTACT_END,sling-reactive:5,5,0,35
1599,1,HIT,sling-reactive:5,5,5,40
1603,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,40
1604,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,40
1604,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,40
1607,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,40
1608,0,CONTACT_BEGIN,obstacle:8,8,0,40
1609,0,CONTACT_END,obstacle:8,8,0,40
1609,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,40
1610,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,40
1610,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,40
1613,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,40
1630,0,CONTACT_BEGIN,flipper-right:pivot,0,0,40
1630,1,CONTACT_BEGIN,flipper-right:poly,0,0,40
1631,0,CONTACT_END,flipper-right:pivot,0,0,40
1631,1,CONTACT_END,flipper-right:poly,0,0,40
1662,0,CONTACT_BEGIN,flipper-right:poly,0,0,40
1663,0,CONTACT_END,flipper-right:poly,0,0,40
1669,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,40
1670,0,CONTACT_BEGIN,flipper-right:poly,0,0,40
1670,1,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,40
1670,2,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,40
1674,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,40
1679,0,CONTACT_END,flipper-right:poly,0,0,40
1681,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,40
1682,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,40
1683,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,40
1684,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,40
1685,0,CONTACT_BEGIN,sling-reactive:4,4,0,40
1686,0,CONTACT_END,sling-reactive:4,4,0,40
1686,1,HIT,sling-reactive:4,4,5,45
1699,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,45
1700,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,45
1700,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,45
1703,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,45
1703,1,CONTACT_BEGIN,obstacle:7,7,0,45
1704,0,CONTACT_END,obstacle:7,7,0,45
1705,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,45
1706,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,45
1706,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,45
1709,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,45
1718,0,CONTACT_BEGIN,sling-reactive:9,9,0,45
1718,1,CONTACT_BEGIN,sling-corner:9,9,0,45
1718,2,CONTACT_BEGIN,sling-corner:10,10,0,45
1719,0,CONTACT_END,sling-reactive:9,9,0,45
1719,1,HIT,sling-reactive:9,9,0,45
1719,2,CONTACT_END,sling-corner:9,9,0,45
1719,3,CONTACT_END,sling-corner:10,10,0,45
1732,0,CONTACT_BEGIN,left-wall,0,0,45
1733,0,CONTACT_END,left-wall,0,0,45
1765,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,45
1766,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,45
1766,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,45
1770,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,45
1777,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,45
1778,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,45
1778,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,45
1782,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,45
1784,0,CONTACT_BEGIN,plunger-tube,0,0,45
1785,0,CONTACT_END,plunger-tube,0,0,45
1795,0,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,45
1796,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,45
1796,1,FLIPPER_CONTACT_BEGIN,flipper-left:poly-vs-left-flipper-corner,0,0,45
1799,0,FLIPPER_CONTACT_END,flipper-left:poly-vs-left-flipper-corner,0,0,45
1801,0,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,45
1802,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,45
1802,1,FLIPPER_CONTACT_BEGIN,flipper-right:poly-vs-right-flipper-corner,0,0,45
1805,0,FLIPPER_CONTACT_END,flipper-right:poly-vs-right-flipper-corner,0,0,45
1820,0,CONTACT_BEGIN,flipper-right:poly,0,0,45
1821,0,CONTACT_END,flipper-right:poly,0,0,45
1830,0,CONTACT_BEGIN,drain,0,0,45
1830,1,DRAIN,drain,0,3,45
1831,0,CONTACT_BEGIN,ground,0,0,45
1833,0,CONTACT_END,ground,0,0,45
