# launch
frame,t,x,y,vx,vy,angle,omega
62,1.050000072,0.699260771,1.233293295,-0.408172071,0.694174767,0.000000000,0.000000000
63,1.066666722,0.692457914,1.244530797,-0.408172071,0.674249113,0.000000000,0.000000000
64,1.083333373,0.685655057,1.255436182,-0.408172071,0.654323459,0.000000000,0.000000000
65,1.100000024,0.678852201,1.266009450,-0.408172071,0.634397864,0.000000000,0.000000000
66,1.116666675,0.672049403,1.276250601,-0.408172071,0.614472210,0.000000000,0.000000000
67,1.133333445,0.664534211,1.285098195,-0.450910956,0.530853152,0.000000000,0.000000000
68,1.150000095,0.656806350,1.293256402,-0.463668823,0.489490747,0.000000000,0.000000000
69,1.166666746,0.648901403,1.300744295,-0.474298656,0.449279785,0.000000000,0.000000000
70,1.183333397,0.640996456,1.307900190,-0.474298656,0.429354131,0.000000000,0.000000000
71,1.200000048,0.633055568,1.314645290,-0.476456106,0.404705822,0.000000000,0.000000000
72,1.216666698,0.625000715,1.320768476,-0.483289331,0.367387056,0.000000000,0.000000000
73,1.233333349,0.616945863,1.326559424,-0.483289331,0.347461402,0.000000000,0.000000000
74,1.250000119,0.608891070,1.332018375,-0.483289331,0.327535778,0.000000000,0.000000000
75,1.266666770,0.600770593,1.336904287,-0.487227678,0.293155938,0.000000000,0.000000000
76,1.283333421,0.592650175,1.341458082,-0.487227678,0.273230284,0.000000000,0.000000000
77,1.300000072,0.584529757,1.345679879,-0.487227678,0.253304660,0.000000000,0.000000000
78,1.316666722,0.576409280,1.349569559,-0.487227678,0.233379006,0.000000000,0.000000000
79,1.333333373,0.568288863,1.353127122,-0.487227678,0.213453367,0.000000000,0.000000000
80,1.350000024,0.560168386,1.356352568,-0.487227678,0.193527728,0.000000000,0.000000000
81,1.366666794,0.552047968,1.359245896,-0.487227678,0.173602074,0.000000000,0.000000000
82,1.383333445,0.543927550,1.361807108,-0.487227678,0.153676435,0.000000000,0.000000000
83,1.400000095,0.535807073,1.364036322,-0.487227678,0.133750796,0.000000000,0.000000000
84,1.416666746,0.527686656,1.365933418,-0.487227678,0.113825157,0.000000000,0.000000000
85,1.433333397,0.519566178,1.367498398,-0.487227678,0.093899511,0.000000000,0.000000000
86,1.450000048,0.511445761,1.368731260,-0.487227678,0.073973872,0.000000000,0.000000000
87,1.466666698,0.503325343,1.369632125,-0.487227678,0.054048229,0.000000000,0.000000000
88,1.483333468,0.495204866,1.370200872,-0.487227678,0.034122586,0.000000000,0.000000000
89,1.500000119,0.487084448,1.370437384,-0.487227678,0.014196945,0.000000000,0.000000000
90,1.516666770,0.478964001,1.370342016,-0.487227678,-0.005728695,0.000000000,0.000000000
91,1.533333421,0.470843554,1.369914412,-0.487227678,-0.025654335,0.000000000,0.000000000
92,1.550000072,0.462723106,1.369154692,-0.487227678,-0.045579977,0.000000000,0.000000000
93,1.566666722,0.454602659,1.368062973,-0.487227678,-0.065505616,0.000000000,0.000000000
94,1.583333373,0.446482241,1.366639137,-0.487227678,-0.085431263,0.000000000,0.000000000
95,1.600000143,0.438361794,1.364883184,-0.487227678,-0.105356894,0.000000000,0.000000000
96,1.616666794,0.430241346,1.362795115,-0.487227678,-0.125282541,0.000000000,0.000000000
97,1.633333445,0.422120899,1.360375047,-0.487227678,-0.145208180,0.000000000,0.000000000
98,1.650000095,0.414000452,1.357622862,-0.487227678,-0.165133819,0.000000000,0.000000000
99,1.666666746,0.405880034,1.354538560,-0.487227678,-0.185059458,0.000000000,0.000000000
100,1.683333397,0.397759557,1.351122141,-0.487227678,-0.204985097,0.000000000,0.000000000
101,1.700000048,0.389639080,1.347373605,-0.487227678,-0.224910736,0.000000000,0.000000000
102,1.716666698,0.381518632,1.343292952,-0.487227678,-0.244836375,0.000000000,0.000000000
103,1.733333468,0.373398155,1.338880301,-0.487227678,-0.264762014,0.000000000,0.000000000
104,1.750000119,0.365277708,1.334135413,-0.487227678,-0.284687668,0.000000000,0.000000000
105,1.766666770,0.357157230,1.329058528,-0.487227678,-0.304613292,0.000000000,0.000000000
106,1.783333421,0.349036753,1.323649645,-0.487227678,-0.324538946,0.000000000,0.000000000
107,1.800000072,0.340916306,1.317908525,-0.487227678,-0.344464600,0.000000000,0.000000000
108,1.816666722,0.332795829,1.311835289,-0.487227678,-0.364390224,0.000000000,0.000000000
109,1.833333373,0.324675381,1.305430055,-0.487227678,-0.384315878,0.000000000,0.000000000
110,1.850000143,0.316554904,1.298692703,-0.487227678,-0.404241502,0.000000000,0.000000000
111,1.866666794,0.308434427,1.291623235,-0.487227678,-0.424167156,0.000000000,0.000000000
112,1.883333445,0.300313979,1.284221649,-0.487227678,-0.444092810,0.000000000,0.000000000
113,1.900000095,0.292193502,1.276488066,-0.487227678,-0.464018434,0.000000000,0.000000000
114,1.916666746,0.284073055,1.268422365,-0.487227678,-0.483944088,0.000000000,0.000000000
115,1.933333397,0.275952578,1.260024428,-0.487227678,-0.503869712,0.000000000,0.000000000
116,1.950000048,0.267832100,1.251294494,-0.487227678,-0.523795366,0.000000000,0.000000000
117,1.966666818,0.259711653,1.242232561,-0.487227678,-0.543721020,0.000000000,0.000000000
118,1.983333468,0.251591176,1.232838392,-0.487227678,-0.563646674,0.000000000,0.000000000
119,2.000000000,0.243470713,1.223112226,-0.487227678,-0.583572268,0.000000000,0.000000000
120,2.016666889,0.235350251,1.213053942,-0.487227678,-0.603497922,0.000000000,0.000000000
121,2.033333540,0.227229789,1.202663541,-0.487227678,-0.623423576,0.000000000,0.000000000
122,2.050000191,0.219109327,1.191941023,-0.487227678,-0.643349230,0.000000000,0.000000000
123,2.066666842,0.210988849,1.180886507,-0.487227678,-0.663274884,0.000000000,0.000000000
124,2.083333492,0.202868387,1.169499755,-0.487227678,-0.683200479,0.000000000,0.000000000
125,2.100000143,0.194747925,1.157781005,-0.487227678,-0.703126132,0.000000000,0.000000000
126,2.116666794,0.186627463,1.145730257,-0.487227678,-0.723051786,0.000000000,0.000000000
127,2.133333445,0.178507000,1.133347273,-0.487227678,-0.742977440,0.000000000,0.000000000
128,2.150000095,0.170386523,1.120632172,-0.487227678,-0.762903094,0.000000000,0.000000000
129,2.166666746,0.162266061,1.107585073,-0.487227678,-0.782828689,0.000000000,0.000000000
130,2.183333397,0.154145598,1.094205856,-0.487227678,-0.802754283,0.000000000,0.000000000
131,2.200000048,0.146025136,1.080494523,-0.487227678,-0.822679877,0.000000000,0.000000000
132,2.216666698,0.137904674,1.066451073,-0.487227678,-0.842605472,0.000000000,0.000000000
133,2.233333349,0.129784197,1.052075624,-0.487227678,-0.862531066,0.000000000,0.000000000
134,2.250000000,0.121663734,1.037368059,-0.487227678,-0.882456660,0.000000000,0.000000000
135,2.266666889,0.113543272,1.022328258,-0.487227678,-0.902382255,0.000000000,0.000000000
136,2.283333540,0.105422810,1.006956458,-0.487227678,-0.922307849,0.000000000,0.000000000
137,2.300000191,0.097302347,0.991252601,-0.487227678,-0.942233443,0.000000000,0.000000000
138,2.316666842,0.089181885,0.975216687,-0.487227678,-0.962159038,0.000000000,0.000000000
139,2.333333492,0.081061430,0.958848596,-0.487227678,-0.982084632,0.000000000,0.000000000
140,2.350000143,0.072940968,0.942148387,-0.487227678,-1.002010226,0.000000000,0.000000000
141,2.366666794,0.064820513,0.925116181,-0.487227678,-1.021935821,0.000000000,0.000000000
142,2.383333445,0.056700051,0.907751858,-0.487227678,-1.041861415,0.000000000,0.000000000
143,2.400000095,0.048579589,0.890055358,-0.487227678,-1.061787009,0.000000000,0.000000000
144,2.416666746,0.040459126,0.872026801,-0.487227678,-1.081712604,0.000000000,0.000000000
145,2.433333397,0.032338664,0.853666186,-0.487227678,-1.101638198,0.000000000,0.000000000
146,2.450000048,0.024218202,0.834973514,-0.487227678,-1.121563792,0.000000000,0.000000000
147,2.466666698,0.028765660,0.819531739,0.272847503,-0.926507652,0.000000000,0.000000000
148,2.483333349,0.033313118,0.803757846,0.272847503,-0.946433246,0.000000000,0.000000000
149,2.500000238,0.037860580,0.787651896,0.272847503,-0.966358840,0.000000000,0.000000000
