# bumper
frame,t,x,y,vx,vy,angle,omega
0,0.016666668,0.379999995,0.574667931,0.000000000,1.480074406,0.000000000,0.000000000
1,0.033333335,0.379999995,0.599003732,0.000000000,1.460148811,0.000000000,0.000000000
2,0.050000004,0.379999995,0.623007476,0.000000000,1.440223217,0.000000000,0.000000000
3,0.066666670,0.379999995,0.646679103,0.000000000,1.420297623,0.000000000,0.000000000
4,0.083333336,0.380000025,0.650285125,0.000000000,-0.784208417,0.000000000,0.000000000
5,0.100000009,0.380000025,0.624754071,0.000000000,-1.531865835,0.000000000,0.000000000
6,0.116666675,0.380000025,0.598890901,0.000000000,-1.551791430,0.000000000,0.000000000
7,0.133333340,0.380000025,0.572695613,0.000000000,-1.571717024,0.000000000,0.000000000
8,0.150000006,0.380000025,0.546168208,0.000000000,-1.591642618,0.000000000,0.000000000
9,0.166666672,0.380000025,0.519308746,0.000000000,-1.611568213,0.000000000,0.000000000
10,0.183333337,0.380000025,0.492117226,0.000000000,-1.631493926,0.000000000,0.000000000
11,0.200000018,0.380000025,0.464593560,0.000000000,-1.651419640,0.000000000,0.000000000
12,0.216666684,0.380000025,0.436737776,0.000000000,-1.671345353,0.000000000,0.000000000
13,0.233333349,0.380000025,0.408549935,0.000000000,-1.691271067,0.000000000,0.000000000
14,0.250000000,0.380000025,0.380029976,0.000000000,-1.711196661,0.000000000,0.000000000
15,0.266666681,0.380000025,0.351177961,0.000000000,-1.731122375,0.000000000,0.000000000
16,0.283333361,0.380000025,0.321993828,0.000000000,-1.751048088,0.000000000,0.000000000
17,0.300000012,0.380000025,0.292477608,0.000000000,-1.770973802,0.000000000,0.000000000
18,0.316666692,0.380000025,0.262629271,0.000000000,-1.790899515,0.000000000,0.000000000
19,0.333333343,0.380000025,0.232448846,0.000000000,-1.810825109,0.000000000,0.000000000
20,0.350000024,0.380000025,0.201936319,0.000000000,-1.830750823,0.000000000,0.000000000
21,0.366666675,0.380000025,0.171091706,0.000000000,-1.850676537,0.000000000,0.000000000
22,0.383333355,0.380000025,0.139914989,0.000000000,-1.870602250,0.000000000,0.000000000
23,0.400000036,0.380000025,0.108406186,0.000000000,-1.890527964,0.000000000,0.000000000
24,0.416666687,0.380000025,0.076565288,0.000000000,-1.910453558,0.000000000,0.000000000
25,0.433333367,0.380000025,0.044392299,0.000000000,-1.930379272,0.000000000,0.000000000
26,0.450000018,0.380000025,0.011887213,0.000000000,-1.950304985,0.000000000,0.000000000
27,0.466666698,0.380000025,-0.020949965,0.000000000,-1.970230699,0.000000000,0.000000000
28,0.483333349,0.380000025,-0.054119240,0.000000000,-1.990156412,0.000000000,0.000000000
29,0.500000000,0.380000025,-0.087620609,0.000000000,-2.010082006,0.000000000,0.000000000
30,0.516666710,0.380000025,-0.121454075,0.000000000,-2.030007839,0.000000000,0.000000000
31,0.533333361,0.380000025,-0.155619636,0.000000000,-2.049933434,0.000000000,0.000000000
32,0.550000012,0.380000025,-0.190117285,0.000000000,-2.069859028,0.000000000,0.000000000
33,0.566666722,0.380000025,-0.224947020,0.000000000,-2.089784861,0.000000000,0.000000000
34,0.583333373,0.380000025,-0.260108888,0.000000000,-2.109710455,0.000000000,0.000000000
35,0.600000024,0.380000025,-0.295602828,0.000000000,-2.129636288,0.000000000,0.000000000
36,0.616666675,0.380000025,-0.331428856,0.000000000,-2.149561882,0.000000000,0.000000000
37,0.633333385,0.380000025,-0.367587000,0.000000000,-2.169487476,0.000000000,0.000000000
38,0.650000036,0.380000025,-0.404077202,0.000000000,-2.189413309,0.000000000,0.000000000
39,0.666666687,0.380000025,-0.440899521,0.000000000,-2.209338903,0.000000000,0.000000000
40,0.683333397,0.380000025,-0.478053957,0.000000000,-2.229264736,0.000000000,0.000000000
41,0.700000048,0.380000025,-0.515540481,0.000000000,-2.249190331,0.000000000,0.000000000
42,0.716666698,0.380000025,-0.553359091,0.000000000,-2.269115925,0.000000000,0.000000000
43,0.733333349,0.380000025,-0.591509759,0.000000000,-2.289041758,0.000000000,0.000000000
44,0.750000060,0.380000025,-0.629992604,0.000000000,-2.308967352,0.000000000,0.000000000
45,0.766666710,0.380000025,-0.668807447,0.000000000,-2.328893185,0.000000000,0.000000000
46,0.783333361,0.380000025,-0.707954466,0.000000000,-2.348818779,0.000000000,0.000000000
47,0.800000072,0.380000025,-0.747433543,0.000000000,-2.368744373,0.000000000,0.000000000
48,0.816666722,0.380000025,-0.787244678,0.000000000,-2.388670206,0.000000000,0.000000000
49,0.833333373,0.380000025,-0.827387989,0.000000000,-2.408595800,0.000000000,0.000000000
50,0.850000024,0.380000025,-0.867863357,0.000000000,-2.428521633,0.000000000,0.000000000
51,0.866666734,0.380000025,-0.908670783,0.000000000,-2.448447227,0.000000000,0.000000000
52,0.883333385,0.380000025,-0.949810326,0.000000000,-2.468372822,0.000000000,0.000000000
53,0.900000036,0.380000025,-0.991281986,0.000000000,-2.488298655,0.000000000,0.000000000
54,0.916666687,0.380000025,-1.033085704,0.000000000,-2.508224249,0.000000000,0.000000000
55,0.933333397,0.380000025,-1.075221539,0.000000000,-2.528150082,0.000000000,0.000000000
56,0.950000048,0.380000025,-1.117689490,0.000000000,-2.548075676,0.000000000,0.000000000
57,0.966666698,0.380000025,-1.160489559,0.000000000,-2.568001270,0.000000000,0.000000000
58,0.983333409,0.380000025,-1.203621626,0.000000000,-2.587927103,0.000000000,0.000000000
59,1.000000000,0.380000025,-1.247085810,0.000000000,-2.607852697,0.000000000,0.000000000
60,1.016666770,0.380000025,-1.290882230,0.000000000,-2.627778530,0.000000000,0.000000000
61,1.033333421,0.380000025,-1.335010648,0.000000000,-2.647704124,0.000000000,0.000000000
62,1.050000072,0.380000025,-1.379471064,0.000000000,-2.667629719,0.000000000,0.000000000
63,1.066666722,0.380000025,-1.424263716,0.000000000,-2.687555552,0.000000000,0.000000000
64,1.083333373,0.380000025,-1.469388366,0.000000000,-2.707481146,0.000000000,0.000000000
65,1.100000024,0.380000025,-1.514845133,0.000000000,-2.727406979,0.000000000,0.000000000
66,1.116666675,0.380000025,-1.560634017,0.000000000,-2.747332573,0.000000000,0.000000000
67,1.133333445,0.380000025,-1.606755018,0.000000000,-2.767258167,0.000000000,0.000000000
68,1.150000095,0.380000025,-1.653208137,0.000000000,-2.787184000,0.000000000,0.000000000
69,1.166666746,0.380000025,-1.699993372,0.000000000,-2.807109594,0.000000000,0.000000000
70,1.183333397,0.380000025,-1.747110605,0.000000000,-2.827035427,0.000000000,0.000000000
71,1.200000048,0.380000025,-1.794559836,0.000000000,-2.846961021,0.000000000,0.000000000
72,1.216666698,0.380000025,-1.842341185,0.000000000,-2.866886616,0.000000000,0.000000000
73,1.233333349,0.380000025,-1.890454888,0.000000000,-2.886812449,0.000000000,0.000000000
74,1.250000119,0.380000025,-1.938900590,0.000000000,-2.906738043,0.000000000,0.000000000
75,1.266666770,0.380000025,-1.987678289,0.000000000,-2.926663876,0.000000000,0.000000000
76,1.283333421,0.380000025,-2.036788225,0.000000000,-2.946589470,0.000000000,0.000000000
77,1.300000072,0.380000025,-2.086230040,0.000000000,-2.966515064,0.000000000,0.000000000
78,1.316666722,0.380000025,-2.136003971,0.000000000,-2.986440897,0.000000000,0.000000000
79,1.333333373,0.380000025,-2.186110020,0.000000000,-3.006366491,0.000000000,0.000000000
80,1.350000024,0.380000025,-2.236548185,0.000000000,-3.026292324,0.000000000,0.000000000
81,1.366666794,0.380000025,-2.287318707,0.000000000,-3.046217918,0.000000000,0.000000000
82,1.383333445,0.380000025,-2.338421106,0.000000000,-3.066143513,0.000000000,0.000000000
83,1.400000095,0.380000025,-2.389855623,0.000000000,-3.086069345,0.000000000,0.000000000
84,1.416666746,0.380000025,-2.441622257,0.000000000,-3.105994940,0.000000000,0.000000000
85,1.433333397,0.380000025,-2.493720770,0.000000000,-3.125920773,0.000000000,0.000000000
86,1.450000048,0.380000025,-2.546151638,0.000000000,-3.145846367,0.000000000,0.000000000
87,1.466666698,0.380000025,-2.598914385,0.000000000,-3.165771961,0.000000000,0.000000000
88,1.483333468,0.380000025,-2.652009487,0.000000000,-3.185697794,0.000000000,0.000000000
89,1.500000119,0.380000025,-2.705436468,0.000000000,-3.205623150,0.000000000,0.000000000
90,1.516666770,0.380000025,-2.759195805,0.000000000,-3.225548983,0.000000000,0.000000000
91,1.533333421,0.380000025,-2.813287020,0.000000000,-3.245474577,0.000000000,0.000000000
92,1.550000072,0.380000025,-2.867710352,0.000000000,-3.265400410,0.000000000,0.000000000
93,1.566666722,0.380000025,-2.922465801,0.000000000,-3.285326004,0.000000000,0.000000000
94,1.583333373,0.380000025,-2.977553129,0.000000000,-3.305251598,0.000000000,0.000000000
95,1.600000143,0.380000025,-3.032972813,0.000000000,-3.325177431,0.000000000,0.000000000
96,1.616666794,0.380000025,-3.088724613,0.000000000,-3.345103025,0.000000000,0.000000000
97,1.633333445,0.380000025,-3.144808292,0.000000000,-3.365028858,0.000000000,0.000000000
98,1.650000095,0.380000025,-3.201224089,0.000000000,-3.384954453,0.000000000,0.000000000
99,1.666666746,0.380000025,-3.257972002,0.000000000,-3.404880047,0.000000000,0.000000000
100,1.683333397,0.380000025,-3.315052032,0.000000000,-3.424805880,0.000000000,0.000000000
101,1.700000048,0.380000025,-3.372464418,0.000000000,-3.444731474,0.000000000,0.000000000
102,1.716666698,0.380000025,-3.430208683,0.000000000,-3.464657307,0.000000000,0.000000000
103,1.733333468,0.380000025,-3.488285065,0.000000000,-3.484582901,0.000000000,0.000000000
104,1.750000119,0.380000025,-3.546693325,0.000000000,-3.504508495,0.000000000,0.000000000
105,1.766666770,0.380000025,-3.605433941,0.000000000,-3.524434328,0.000000000,0.000000000
106,1.783333421,0.380000025,-3.664506435,0.000000000,-3.544359922,0.000000000,0.000000000
107,1.800000072,0.380000025,-3.723911285,0.000000000,-3.564285755,0.000000000,0.000000000
108,1.816666722,0.380000025,-3.783648252,0.000000000,-3.584211349,0.000000000,0.000000000
109,1.833333373,0.380000025,-3.843717098,0.000000000,-3.604136944,0.000000000,0.000000000
110,1.850000143,0.380000025,-3.904118299,0.000000000,-3.624062777,0.000000000,0.000000000
111,1.866666794,0.380000025,-3.964851379,0.000000000,-3.643988371,0.000000000,0.000000000
112,1.883333445,0.380000025,-4.025916576,0.000000000,-3.663914204,0.000000000,0.000000000
113,1.900000095,0.380000025,-4.087313652,0.000000000,-3.683839798,0.000000000,0.000000000
114,1.916666746,0.380000025,-4.149043083,0.000000000,-3.703765392,0.000000000,0.000000000
115,1.933333397,0.380000025,-4.211104870,0.000000000,-3.723691225,0.000000000,0.000000000
116,1.950000048,0.380000025,-4.273498535,0.000000000,-3.743616819,0.000000000,0.000000000
117,1.966666818,0.380000025,-4.336224556,0.000000000,-3.763542652,0.000000000,0.000000000
118,1.983333468,0.380000025,-4.399281979,0.000000000,-3.783468246,0.000000000,0.000000000
119,2.000000000,0.380000025,-4.462672234,0.000000000,-3.803393841,0.000000000,0.000000000
# endContacts=1
