frame,t,ball,x,y,vx,vy,leftAngle,leftOmega,rightAngle,rightOmega,score,plunged,down
446,7.450000286,1,0.422009945,0.133943975,-0.231880277,-0.224428177,0.789211750,-11.264159203,0.678407848,0.000000009,10,1,0
447,7.466667175,1,0.418027818,0.130089819,-0.238927960,-0.231249124,0.571703315,-13.157641411,0.678407848,-0.000000022,10,1,0
448,7.483333588,1,0.413928211,0.126121983,-0.245975807,-0.238069743,0.338671327,-14.114070892,0.678407848,0.000000006,10,1,0
449,7.500000477,1,0.409711182,0.122040465,-0.253023118,-0.244891256,0.097910419,-14.591609001,0.678407848,-0.000000061,10,1,0
450,7.516666889,1,0.379318237,0.147644922,-1.823575735,1.536267877,-0.146677166,-14.828408241,0.455345273,-13.499433517,10,1,0
451,7.533333778,1,0.348925292,0.172917292,-1.823575735,1.516342282,-0.393023610,-14.937321663,-0.038070295,-30.971845627,10,1,0
452,7.550000191,1,0.318532377,0.197857574,-1.823575735,1.496416688,-0.639920413,-14.971434593,-0.631917000,-38.149482727,10,1,0
453,7.566667080,1,0.288139433,0.222465754,-1.823575735,1.476491094,-0.886577129,-14.956541061,-1.316175461,-50.133529663,10,1,0
454,7.583333492,1,0.257746518,0.246741846,-1.823575735,1.456565499,-0.749537766,-0.000000000,-1.077799678,0.000000000,10,1,0
455,7.600000381,1,0.227353573,0.270685852,-1.823575735,1.436639905,-0.696938515,0.000000000,-0.991841078,0.000000000,10,1,0
456,7.616667271,1,0.196960643,0.294297755,-1.823575735,1.416714311,-0.683235407,0.000000000,-0.969923675,0.000000000,10,1,0
457,7.633333683,1,0.182534918,0.322581351,-0.586227477,1.762896538,-0.679665446,0.000000000,-0.845475495,7.486793995,10,1,0
458,7.650000572,1,0.183019280,0.358107597,0.029061604,2.131574631,-0.678735375,0.000000000,-0.658219397,11.303372383,15,1,0
459,7.666666985,1,0.183503643,0.393301755,0.029061604,2.111649036,-0.678492963,0.000000000,-0.439820617,13.212392807,15,1,0
460,7.683333874,1,0.183988005,0.428163826,0.029061604,2.091723204,-0.678430021,-0.000000000,-0.206105903,14.156204224,15,1,0
461,7.700000286,1,0.184472352,0.462693781,0.029061604,2.071797609,-0.678413332,-0.000000000,0.035120632,14.620406151,15,1,0
462,7.716667175,1,0.184956715,0.496891648,0.029061604,2.051871777,-0.678409040,0.000000000,0.279942334,14.842906952,15,1,0
463,7.733333588,1,0.185441077,0.530757427,0.029061604,2.031946182,-0.678407967,0.000000000,0.526282489,14.936944962,15,1,0
464,7.750000477,1,0.185925439,0.564291120,0.029061604,2.012020588,-0.678407848,0.000000000,0.772935867,14.956320763,15,1,0
465,7.766666889,1,0.186409801,0.597492695,0.029061604,1.992094755,-0.678407848,0.000000000,0.702997506,0.000000000,15,1,0
466,7.783333778,1,0.186894149,0.630362153,0.029061604,1.972169161,-0.678407848,-0.000000000,0.684813976,0.000000000,15,1,0
467,7.800000191,1,0.187378511,0.662899613,0.029061604,1.952243447,-0.678407848,0.000000000,0.680076480,0.000000000,15,1,0
468,7.816667080,1,0.187862873,0.695104897,0.029061604,1.932317734,-0.284793288,24.282512665,0.678842604,0.000000000,15,1,0
469,7.833333969,1,0.188347235,0.726978123,0.029061604,1.912392020,0.275392860,35.682994843,0.678520977,0.000000000,15,1,0
470,7.850000381,1,0.188831598,0.758519232,0.029061604,1.892466307,0.889458001,39.665325165,0.678437173,-0.000000000,15,1,0
471,7.866667271,1,0.189315945,0.789728224,0.029061604,1.872540712,1.677504897,51.856082916,0.678415477,-0.000000000,15,1,0
472,7.883333683,1,0.189800307,0.820605099,0.029061604,1.852614999,1.418629408,-0.000000000,0.678409755,-0.000000000,15,1,0
473,7.900000572,1,0.190284669,0.851149917,0.029061604,1.832689285,1.319058180,0.000000000,0.678408206,-0.000000000,15,1,0
474,7.916666985,1,0.190769032,0.881362617,0.029061604,1.812763572,1.009675503,-7.406807899,0.284793645,-24.282510757,15,1,0
475,7.933333874,1,0.195827514,0.888524234,0.596618891,-0.955680847,0.826173782,-11.079418182,-0.275392592,-35.682994843,15,1,0
476,7.950000286,1,0.205771163,0.872264087,0.596618891,-0.975606441,0.610004187,-13.075320244,-0.889458179,-39.665328979,15,1,0
477,7.966667175,1,0.215714812,0.855671883,0.596618891,-0.995532036,0.377693176,-14.069569588,-1.677505255,-51.856094360,15,1,0
478,7.983333588,1,0.225658461,0.838747621,0.596618891,-1.015457630,0.137326375,-14.567245483,-1.418632150,0.000000000,15,1,0
479,8.000000000,1,0.235602111,0.821491241,0.596618891,-1.035383224,-0.107058510,-14.815858841,-1.319059968,-0.000000000,15,1,0
480,8.016667366,1,0.245545775,0.803902745,0.596618891,-1.055308819,-0.353331089,-14.932746887,-1.009676099,7.406810760,15,1,0
481,8.033333778,1,0.255489409,0.785982132,0.596618891,-1.075234413,-0.600252688,-14.972967148,-0.826174557,11.079417229,15,1,0
482,8.050000191,1,0.265433073,0.767729461,0.596618891,-1.095160007,-0.847015023,-14.963080406,-0.610004783,13.075321198,15,1,0
483,8.066667557,1,0.275376737,0.749144673,0.596618891,-1.115085602,-0.729440033,-0.000000000,-0.377693594,14.069569588,15,1,0
484,8.083333969,1,0.285320371,0.730227828,0.596618891,-1.135011196,-0.691702604,0.000000000,-0.137326762,14.567244530,15,1,0
485,8.100000381,1,0.295264035,0.710978866,0.596618891,-1.154936790,-0.681871355,-0.000000000,0.107058212,14.815858841,15,1,0
486,8.116666794,1,0.305207670,0.691397846,0.596618891,-1.174862385,-0.679310024,0.000000000,0.353330791,14.932746887,15,1,0
487,8.133334160,1,0.315151334,0.671484709,0.596618891,-1.194787979,-0.678642869,0.000000000,0.600252748,14.972966194,15,1,0
488,8.150000572,1,0.325094998,0.651239514,0.596618891,-1.214713573,-0.678468883,0.000000000,0.847015023,14.963080406,15,1,0
489,8.166666985,1,0.335038632,0.630662143,0.596618891,-1.234639168,-0.678423464,0.000000000,0.729440033,0.000000000,15,1,0
490,8.183333397,1,0.320171297,0.634241164,-0.856980801,0.179680794,-0.678411841,0.000000000,0.691702545,0.000000000,15,1,0
491,8.200000763,1,0.297311902,0.645480156,-1.371564865,0.674339175,-0.678408802,-0.000000000,0.681871533,0.000000000,15,1,0
492,8.216667175,1,0.274452507,0.656387031,-1.371564865,0.654413581,-0.678407967,-0.000000000,0.679309845,0.000000000,15,1,0
493,8.233333588,1,0.251593083,0.666961849,-1.371564865,0.634487927,-0.678407848,0.000000000,0.678642571,-0.000000000,15,1,0
494,8.250000000,1,0.228733689,0.677204549,-1.371564865,0.614562273,-0.678407848,0.000000000,0.678468764,-0.000000000,15,1,0
495,8.266667366,1,0.205874279,0.687115192,-1.371564865,0.594636619,-0.678407848,-0.000000000,0.678423464,0.000000000,15,1,0
496,8.283333778,1,0.183014855,0.696693718,-1.371564865,0.574710965,-0.678407848,0.000000000,0.678411841,-0.000000000,15,1,0
497,8.300000191,1,0.160155445,0.705940127,-1.371564865,0.554785371,-0.678407848,-0.000000000,0.678408802,0.000000000,15,1,0
498,8.316667557,1,0.137296021,0.714854479,-1.371564865,0.534859717,-0.678407848,0.000000000,0.678407967,-0.000000000,15,1,0
499,8.333333969,1,0.114436604,0.723436713,-1.371564865,0.514934063,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
500,8.350000381,1,0.091577187,0.731686890,-1.371564865,0.495008409,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
501,8.366666794,1,0.068717763,0.739604890,-1.371564865,0.475082785,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
502,8.383334160,1,0.045858350,0.747190833,-1.371564865,0.455157131,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
503,8.400000572,1,0.022998935,0.754444718,-1.371564865,0.435231507,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
504,8.416666985,1,0.036785632,0.761733949,0.768076301,0.437355191,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
505,8.433333397,1,0.049586903,0.768691123,0.768076301,0.417429537,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
506,8.450000763,1,0.062388174,0.775316179,0.768076301,0.397503912,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
507,8.466667175,1,0.075189449,0.781609178,0.768076301,0.377578259,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
508,8.483333588,1,0.087990716,0.787570059,0.768076301,0.357652605,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
509,8.500000000,1,0.100791991,0.793198824,0.768076301,0.337726980,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
510,8.516667366,1,0.113593265,0.798495531,0.768076301,0.317801327,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
511,8.533333778,1,0.126394540,0.803460121,0.768076301,0.297875702,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
512,8.550000191,1,0.139195830,0.808092594,0.768076301,0.277950048,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
513,8.566667557,1,0.151997104,0.812393010,0.768076301,0.258024395,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
514,8.583333969,1,0.164798379,0.816361308,0.768076301,0.238098770,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
515,8.600000381,1,0.177599654,0.819997609,0.768076301,0.218173116,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
516,8.616666794,1,0.190400928,0.823301673,0.768076301,0.198247477,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
517,8.633334160,1,0.203202203,0.826273739,0.768076301,0.178321838,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
518,8.650000572,1,0.216003463,0.828913689,0.768076301,0.158396199,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
519,8.666666985,1,0.228804737,0.831221461,0.768076301,0.138470560,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
520,8.683333397,1,0.241605997,0.833197236,0.768076301,0.118544914,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
521,8.700000763,1,0.254407257,0.834840894,0.768076301,0.098619267,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
522,8.716667175,1,0.267208517,0.836152434,0.768076301,0.078693628,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
523,8.733333588,1,0.280009806,0.837131858,0.768076301,0.058767986,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
524,8.750000000,1,0.292811066,0.837779224,0.768076301,0.038842343,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
525,8.766667366,1,0.305612326,0.838094532,0.768076301,0.018916704,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
526,8.783333778,1,0.318413585,0.838077724,0.768076301,-0.001008937,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
527,8.800000191,1,0.331214845,0.837728798,0.768076301,-0.020934578,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
528,8.816667557,1,0.344016135,0.837047756,0.768076301,-0.040860217,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
529,8.833333969,1,0.356817394,0.836034656,0.768076301,-0.060785860,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
530,8.850000381,1,0.369618654,0.834689498,0.768076301,-0.080711499,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
531,8.866666794,1,0.382419914,0.833012223,0.768076301,-0.100637138,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
532,8.883334160,1,0.395221174,0.831002831,0.768076301,-0.120562777,-0.678407848,0.000000000,0.678407848,-0.000000000,15,1,0
533,8.900000572,1,0.408022463,0.828661323,0.768076301,-0.140488416,-0.678407848,-0.000000000,0.678407848,0.000000000,15,1,0
534,8.916666985,1,0.420823723,0.825987816,0.768076301,-0.160414070,-0.284793347,24.282508850,0.678407848,-0.000000000,15,1,0
535,8.933333397,1,0.433624983,0.822982132,0.768076301,-0.180339709,0.275392801,35.682994843,0.678407848,0.000000000,15,1,0
536,8.950000763,1,0.446426243,0.819644332,0.768076301,-0.200265333,0.889458060,39.665328979,0.678407848,-0.000000000,15,1,0
537,8.966667175,1,0.459227502,0.815974534,0.768076301,-0.220190972,1.677504778,51.856075287,0.678407848,0.000000000,15,1,0
538,8.983333588,1,0.472028792,0.811972618,0.768076301,-0.240116626,1.418630958,0.000000000,0.678407848,-0.000000000,15,1,0
539,9.000000000,1,0.484830052,0.807638526,0.768076301,-0.260042250,1.319059134,0.000000000,0.678407848,0.000000000,15,1,0
540,9.016667366,1,0.497631311,0.802972436,0.768076301,-0.279967904,1.103648782,0.000000000,0.678407848,-0.000000000,15,1,0
541,9.033333778,1,0.510432601,0.797974229,0.768076301,-0.299893558,0.988394856,-7.457700253,0.678407848,0.000000000,15,1,0
542,9.050000191,1,0.523233831,0.792643905,0.768076301,-0.319819182,0.789211750,-11.264159203,0.678407848,-0.000000000,15,1,0
543,9.066667557,1,0.536035120,0.786981463,0.768076301,-0.339744836,0.571703315,-13.157641411,0.678407848,0.000000000,15,1,0
544,9.083333969,1,0.548836350,0.780986965,0.768076301,-0.359670460,0.338671327,-14.114070892,0.678407848,-0.000000000,15,1,0
545,9.100000381,1,0.561637640,0.774660408,0.768076301,-0.379596114,0.097910419,-14.591609001,0.678407848,0.000000000,15,1,0
546,9.116666794,1,0.574438930,0.768001676,0.768076301,-0.399521768,-0.146677166,-14.828408241,0.284793347,-24.282508850,15,1,0
547,9.133334160,1,0.587240160,0.761010945,0.768076301,-0.419447362,-0.393023610,-14.937321663,-0.275392860,-35.682994843,15,1,0
548,9.150000572,1,0.600041449,0.753688037,0.768076301,-0.439373016,-0.639920413,-14.971434593,-0.889458358,-39.665328979,15,1,0
549,9.166666985,1,0.612842679,0.746033072,0.768076301,-0.459298670,-0.886577129,-14.956541061,-1.677505255,-51.856098175,15,1,0
550,9.183333397,1,0.625643969,0.738045990,0.768076301,-0.479224294,-0.749537766,-0.000000000,-1.418632269,0.000000000,15,1,0
551,9.200000763,1,0.638445258,0.729726791,0.768076301,-0.499149948,-0.696938515,0.000000000,-1.319060922,-0.000000000,15,1,0
552,9.216667175,1,0.651246488,0.721075535,0.768076301,-0.519075572,-0.683235407,0.000000000,-1.103650093,-0.000000000,15,1,0
553,9.233333588,1,0.664047778,0.712092161,0.768076301,-0.539001226,-0.679665446,0.000000000,-0.988396347,7.457702637,15,1,0
554,9.250000954,1,0.676849008,0.702776730,0.768076301,-0.558926880,-0.678735375,0.000000000,-0.789212525,11.264160156,15,1,0
555,9.266667366,1,0.689650297,0.693129182,0.768076301,-0.578852534,-0.678492963,0.000000000,-0.571704268,13.157640457,15,1,0
556,9.283333778,1,0.692962706,0.683500290,-0.430122763,-0.549358368,-0.678430021,-0.000000000,-0.338672251,14.114070892,15,1,0
557,9.300000191,1,0.685793996,0.674012244,-0.430122763,-0.569284022,-0.678413332,-0.000000000,-0.097911358,14.591609001,15,1,0
558,9.316667557,1,0.678625226,0.664192080,-0.430122763,-0.589209676,-0.678409040,0.000000000,0.146676227,14.828408241,15,1,0
559,9.333333969,1,0.671456516,0.654039800,-0.430122763,-0.609135270,-0.678407967,0.000000000,0.393022656,14.937322617,15,1,0
560,9.350000381,1,0.664287806,0.643555462,-0.430122763,-0.629060924,-0.678407848,0.000000000,0.639919877,14.971435547,15,1,0
561,9.366666794,1,0.657119095,0.632739007,-0.430122763,-0.648986578,-0.678407848,0.000000000,0.886576653,14.956540108,15,1,0
562,9.383334160,1,0.649950385,0.621590495,-0.430122763,-0.668912232,-0.678407848,-0.000000000,0.749537587,0.000000000,15,1,0
563,9.400000572,1,0.642781615,0.610109866,-0.430122763,-0.688837886,-0.678407848,0.000000000,0.696938396,-0.000000000,15,1,0
564,9.416666985,1,0.635612905,0.598297119,-0.430122763,-0.708763480,-0.284793288,24.282512665,0.683235288,0.000000000,15,1,0
565,9.433333397,1,0.628444195,0.586152315,-0.430122763,-0.728689134,0.275392860,35.682994843,0.679665446,0.000000000,15,1,0
566,9.450000763,1,0.621275485,0.573675394,-0.430122763,-0.748614788,0.889458001,39.665325165,0.678735077,-0.000000000,15,1,0
567,9.466667175,1,0.614106774,0.560866416,-0.430122763,-0.768540442,1.677504897,51.856082916,0.678492844,0.000000000,15,1,0
568,9.483333588,1,0.606938004,0.547725320,-0.430122763,-0.788466096,1.418629408,-0.000000000,0.678430021,0.000000000,15,1,0
569,9.500000954,1,0.599769294,0.534252107,-0.430122763,-0.808391690,1.319058180,0.000000000,0.678413630,-0.000000000,15,1,0
570,9.516667366,1,0.592600584,0.520446837,-0.430122763,-0.828317285,1.009675503,-7.406807899,0.284799039,-24.282508850,15,1,0
571,9.533333778,1,0.585431874,0.506309450,-0.430122763,-0.848242879,0.826173782,-11.079418182,-0.275386900,-35.682994843,15,1,0
572,9.550000191,1,0.578263164,0.491839975,-0.430122763,-0.868168473,0.610004187,-13.075320244,-0.889452457,-39.665325165,15,1,0
573,9.566667557,1,0.571094394,0.477038443,-0.430122763,-0.888094068,0.377693176,-14.069569588,-1.677496672,-51.856067657,15,1,0
574,9.583333969,1,0.563925683,0.461904764,-0.430122763,-0.908019662,0.137326375,-14.567245483,-1.418622732,-0.000000000,15,1,0
575,9.600000381,1,0.556756973,0.446439028,-0.430122763,-0.927945256,-0.107058510,-14.815858841,-1.319048405,0.000000000,15,1,0
576,9.616666794,1,0.549588263,0.430641174,-0.430122763,-0.947870851,-0.353331089,-14.932746887,-1.009671926,7.406813622,15,1,0
577,9.633334160,1,0.542419553,0.414511263,-0.430122763,-0.967796445,-0.600252688,-14.972967148,-0.826170206,11.079428673,15,1,0
578,9.650000572,1,0.535250783,0.398049206,-0.430122763,-0.987722039,-0.847015023,-14.963080406,-0.610000312,13.075325966,15,1,0
579,9.666666985,1,0.528082073,0.381255090,-0.430122763,-1.007647634,-0.729440033,-0.000000000,-0.377689093,14.069573402,15,1,0
580,9.683333397,1,0.520913363,0.364128858,-0.430122763,-1.027573228,-0.691702604,0.000000000,-0.137322158,14.567247391,15,1,0
581,9.700000763,1,0.513744652,0.346670538,-0.430122763,-1.047498822,-0.681871355,-0.000000000,0.107062690,14.815860748,15,1,0
582,9.716667175,1,0.506575942,0.328880131,-0.430122763,-1.067424417,-0.679310024,0.000000000,0.353335351,14.932746887,15,1,0
583,9.733333588,1,0.499407202,0.310757607,-0.430122763,-1.087350011,-0.678642869,0.000000000,0.600257039,14.972966194,15,1,0
584,9.750000954,1,0.492238462,0.292303026,-0.430122763,-1.107275605,-0.678468883,0.000000000,0.847019374,14.963080406,15,1,0
585,9.766667366,1,0.485069752,0.273516327,-0.430122763,-1.127201200,-0.678423464,0.000000000,0.729442477,0.000000000,15,1,0
586,9.783333778,1,0.477901042,0.254397541,-0.430122763,-1.147126794,-0.678411841,0.000000000,0.691703260,-0.000000000,15,1,0
587,9.800000191,1,0.470732301,0.234946653,-0.430122763,-1.167052388,-0.678408802,-0.000000000,0.681871653,0.000000000,15,1,0
588,9.816667557,1,0.463563591,0.215163678,-0.430122763,-1.186977983,-0.678407967,-0.000000000,0.679309845,0.000000000,15,1,0
589,9.833333969,1,0.456394851,0.195048615,-0.430122763,-1.206903577,-0.678407848,0.000000000,0.678642571,-0.000000000,15,1,0
590,9.850000381,1,0.449226141,0.174601465,-0.430122763,-1.226829171,-0.678407848,0.000000000,0.678468764,-0.000000000,15,1,0
591,9.866666794,1,0.442057431,0.153822213,-0.430122763,-1.246754766,-0.678407848,-0.000000000,0.678423464,0.000000000,15,1,0
592,9.883334160,1,0.428464353,0.143464983,-0.849760830,-0.538635135,-0.678407848,0.000000000,0.686303914,0.551536500,15,1,0
593,9.900000572,1,0.414301693,0.134155631,-0.849760830,-0.558560729,-0.678407848,-0.000000000,0.691904664,0.000000000,15,1,0
594,9.916666985,1,0.400139004,0.124514185,-0.849760830,-0.578486383,-0.678407848,0.000000000,0.681923985,-0.000000000,15,1,0
595,9.933333397,1,0.385976315,0.114540651,-0.849760830,-0.598412037,-0.678407848,-0.000000000,0.679323912,-0.000000000,15,1,0
596,9.950000763,1,0.371813625,0.104235016,-0.849760830,-0.618337691,-0.678407848,0.000000000,0.678646326,-0.000000000,15,1,0
597,9.966667175,1,0.357650936,0.093597293,-0.849760830,-0.638263345,-0.678407848,-0.000000000,0.678469718,-0.000000000,15,1,0
598,9.983333588,1,0.343488276,0.082627475,-0.849760830,-0.658188939,-0.678407848,0.000000000,0.678424060,0.000000000,15,1,0
599,10.000000954,1,0.329325587,0.071325563,-0.849760830,-0.678114593,-0.678407848,-0.000000000,0.678411841,-0.000000000,15,1,0
600,10.016667366,1,0.315162897,0.059691560,-0.849760830,-0.698040247,-0.678407848,0.000000000,0.678408802,-0.000000000,15,1,0
601,10.033333778,1,0.301000208,0.047725461,-0.849760830,-0.717965901,-0.678407848,-0.000000000,0.678407967,-0.000000000,15,1,0
602,10.050000191,1,0.286837518,0.035427269,-0.849760830,-0.737891555,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,1
603,10.066667557,1,0.272666276,0.024024980,-0.881660938,0.151563451,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,1
604,10.083333969,1,0.257971942,0.026218945,-0.881660938,0.131637812,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,1
605,10.100000381,1,0.243277580,0.028080815,-0.881660938,0.111712173,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,1
606,10.116666794,1,0.228583217,0.029610593,-0.881660938,0.091786526,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,1
607,10.133334160,1,0.213888854,0.030808274,-0.881660938,0.071860887,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,1
608,10.150000572,1,0.199194521,0.031673860,-0.881660938,0.051935244,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,1
609,10.166666985,1,0.184500173,0.032207355,-0.881660938,0.032009602,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,1
610,10.183333397,1,0.169805825,0.032408752,-0.881660938,0.012083961,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,1
611,10.200000763,1,0.155111477,0.032278057,-0.881660938,-0.007841679,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,1
612,10.216667175,1,0.140417129,0.031815268,-0.881660938,-0.027767319,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,1
613,10.233333588,1,0.125722796,0.031020388,-0.881660938,-0.047692962,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,1
614,10.250000954,2,0.735000014,0.033167906,0.000000000,-0.019925641,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,0
615,10.266667366,2,0.735000014,0.032503717,0.000000000,-0.039851282,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,0
616,10.283333778,2,0.735000014,0.031507432,0.000000000,-0.059776921,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,0
617,10.300000191,2,0.735000014,0.030179057,0.000000000,-0.079702564,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,0
618,10.316667557,2,0.735000014,0.028518587,0.000000000,-0.099628203,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,0
619,10.333333969,2,0.735000014,0.026526023,0.000000000,-0.119553842,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,0
620,10.350000381,2,0.735000014,0.024201363,0.000000000,-0.139479488,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,0
621,10.366666794,2,0.735000014,0.024732713,0.000000000,0.031881023,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,0
622,10.383334160,2,0.735000014,0.024931971,0.000000000,0.011955382,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,0
623,10.400000572,2,0.735000014,0.024799133,0.000000000,-0.007970259,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,0
624,10.416666985,2,0.735000014,0.024334202,0.000000000,-0.027895898,-0.678407848,0.000000000,0.678407848,0.000000000,15,0,0
625,10.433334351,2,0.735000014,0.024334202,0.000000000,0.000000000,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,0,0
626,10.450000763,2,0.735000014,0.056702115,0.000000000,1.942074418,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
627,10.466667175,2,0.735000014,0.088737927,0.000000000,1.922148705,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
628,10.483333588,2,0.735000014,0.120441653,0.000000000,1.902222991,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
629,10.500000954,2,0.735000014,0.151813269,0.000000000,1.882297277,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
630,10.516667366,2,0.735000014,0.182852790,0.000000000,1.862371683,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
631,10.533333778,2,0.735000014,0.213560224,0.000000000,1.842445970,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
632,10.550000191,2,0.735000014,0.243935555,0.000000000,1.822520256,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
633,10.566667557,2,0.735000014,0.273978800,0.000000000,1.802594543,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
634,10.583333969,2,0.735000014,0.303689957,0.000000000,1.782668829,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
635,10.600000381,2,0.735000014,0.333069026,0.000000000,1.762743235,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
636,10.616666794,2,0.735000014,0.362115979,0.000000000,1.742817521,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
637,10.633334160,2,0.735000014,0.390830845,0.000000000,1.722891808,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
638,10.650000572,2,0.735000014,0.419213623,0.000000000,1.702966094,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
639,10.666666985,2,0.735000014,0.447264284,0.000000000,1.683040380,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
640,10.683334351,2,0.735000014,0.474982888,0.000000000,1.663114786,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
641,10.700000763,2,0.735000014,0.502369344,0.000000000,1.643189073,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
642,10.716667175,2,0.735000014,0.529423773,0.000000000,1.623263359,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
643,10.733333588,2,0.735000014,0.556146026,0.000000000,1.603337646,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
644,10.750000954,2,0.735000014,0.582536280,0.000000000,1.583412051,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
645,10.766667366,2,0.735000014,0.608594358,0.000000000,1.563486457,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
646,10.783333778,2,0.735000014,0.634320378,0.000000000,1.543560863,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
647,10.800000191,2,0.735000014,0.659714341,0.000000000,1.523635268,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
648,10.816667557,2,0.735000014,0.684776187,0.000000000,1.503709674,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
649,10.833333969,2,0.735000014,0.709505916,0.000000000,1.483784080,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
650,10.850000381,2,0.735000014,0.733903527,0.000000000,1.463858485,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
651,10.866666794,2,0.735000014,0.757969081,0.000000000,1.443932891,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
652,10.883334160,2,0.735000014,0.781702578,0.000000000,1.424007297,-0.678407848,0.000000000,0.678407848,0.000000000,15,1,0
653,10.900000572,2,0.735000014,0.805103958,0.000000000,1.404081702,-0.678407848,-0.000000000,0.678407848,-0.000000000,15,1,0
