bumperId,initialVX,frame,x,y,vx,vy,hits
2,1,38,0.384559333,0.612791657,-0.945696056,-1.174263954,2
2,1,39,0.368797719,0.592888474,-0.945696056,-1.194189548,2
2,1,40,0.353036106,0.572653174,-0.945696056,-1.214115143,2
2,1,41,0.337274492,0.552085817,-0.945696056,-1.234040737,2
2,1,42,0.321512878,0.531186402,-0.945696056,-1.253966331,2
2,1,43,0.305751264,0.509954810,-0.945696056,-1.273891926,2
2,1,44,0.289989650,0.488391221,-0.945696056,-1.293817520,2
2,1,45,0.274228036,0.466495454,-0.945696056,-1.313743114,2
3,-1,1,0.333333313,1.142967820,-1.000000000,2.980074406,0
3,-1,2,0.314526379,1.204242110,-1.128415823,3.676460743,1
3,-1,3,0.295719445,1.265184402,-1.128415823,3.656534910,1
3,-1,4,0.276912510,1.325794578,-1.128415823,3.636609316,1
3,-1,5,0.262259483,1.366360307,0.114964470,-2.204920292,1
3,-1,6,0.264175564,1.329279542,0.114964470,-2.224846125,1
3,-1,7,0.266091645,1.291866660,0.114964470,-2.244771719,1
3,-1,8,0.268007696,1.254121661,0.114964470,-2.264697552,1
3,-1,9,0.269923776,1.216044664,0.114964470,-2.284623146,1
3,-1,10,0.271839857,1.177635431,0.114964470,-2.304548740,1
3,-1,11,0.273755938,1.138894320,0.114964470,-2.324474573,1
3,-1,12,0.296162039,1.139051795,1.463647127,0.253640622,1
3,-1,13,0.329815984,1.150780678,2.019237041,0.703728974,2
3,-1,14,0.363469929,1.162177324,2.019237041,0.683803320,2
3,-1,15,0.397123873,1.173241973,2.019237041,0.663877666,2
3,-1,16,0.430777848,1.183974504,2.019237041,0.643952012,2
3,-1,17,0.464431822,1.194375038,2.019237041,0.624026418,2
3,-1,18,0.498085797,1.204443336,2.019237041,0.604100764,2
3,-1,19,0.531739771,1.214179635,2.019237041,0.584175110,2
3,-1,20,0.565393746,1.223583817,2.019237041,0.564249456,2
3,-1,21,0.599047720,1.232655764,2.019237041,0.544323802,2
3,-1,22,0.632701695,1.241395712,2.019237041,0.524398208,2
3,-1,23,0.666355669,1.249803662,2.019237041,0.504472554,2
3,-1,24,0.683974028,1.251011968,-0.865452290,-0.712311268,2
3,-1,25,0.669549823,1.238807917,-0.865452290,-0.732236922,2
3,-1,26,0.655125558,1.226271868,-0.865452290,-0.752162576,2
3,-1,27,0.640701354,1.213403821,-0.865452290,-0.772088170,2
3,-1,28,0.626277089,1.200203657,-0.865452290,-0.792013824,2
3,-1,29,0.611852884,1.186671257,-0.865452290,-0.811939418,2
3,-1,30,0.597428679,1.172806859,-0.865452290,-0.831865013,2
3,-1,31,0.583004415,1.158610344,-0.865452290,-0.851790607,2
3,-1,32,0.568580210,1.144081831,-0.865452290,-0.871716201,2
3,-1,33,0.554155946,1.129221082,-0.865452290,-0.891641796,2
3,-1,34,0.539731741,1.114028215,-0.865452290,-0.911567390,2
3,-1,35,0.525307536,1.098503351,-0.865452290,-0.931492984,2
3,-1,36,0.510883272,1.082646489,-0.865452290,-0.951418579,2
3,-1,37,0.496459067,1.066457391,-0.865452290,-0.971344173,2
3,-1,38,0.482034832,1.049936175,-0.865452290,-0.991269767,2
3,-1,39,0.467610598,1.033082962,-0.865452290,-1.011195421,2
3,-1,40,0.453186363,1.015897632,-0.865452290,-1.031121016,2
3,-1,41,0.438762128,0.998380184,-0.865452290,-1.051046610,2
3,-1,42,0.424337924,0.980530620,-0.865452290,-1.070972204,2
3,-1,43,0.409913689,0.962349057,-0.865452290,-1.090897799,2
3,-1,44,0.395489484,0.943835378,-0.865452290,-1.110823393,2
3,-1,45,0.381065279,0.924989522,-0.865452290,-1.130748987,2
3,0,1,0.349999994,1.142967820,0.000000000,2.980074406,0
3,0,2,0.349999994,1.204432487,0.000000000,3.687880278,1
3,0,3,0.349999994,1.265565157,0.000000000,3.667954683,1
3,0,4,0.349999994,1.326365590,0.000000000,3.648028851,1
3,0,5,0.349999994,1.370508552,0.000000000,-2.031737804,1
3,0,6,0.349999994,1.336314201,0.000000000,-2.051663637,1
3,0,7,0.349999994,1.301787734,0.000000000,-2.071589231,1
3,0,8,0.349999994,1.266929150,0.000000000,-2.091515064,1
3,0,9,0.349999994,1.231738448,0.000000000,-2.111440659,1
3,0,10,0.349999994,1.196215749,0.000000000,-2.131366253,1
3,0,11,0.349999994,1.160360813,0.000000000,-2.151292086,1
3,0,12,0.349999994,1.124173880,0.000000000,-2.171217680,1
3,0,13,0.349999994,1.095417738,0.000000000,1.227040291,1
3,0,14,0.349999994,1.127665162,0.000000000,1.934846520,2
3,0,15,0.349999994,1.159580469,0.000000000,1.914920807,2
3,0,16,0.349999994,1.191163778,0.000000000,1.894995093,2
3,0,17,0.349999994,1.222414851,0.000000000,1.875069380,2
3,0,18,0.349999994,1.253333926,0.000000000,1.855143785,2
3,0,19,0.349999994,1.283921003,0.000000000,1.835218072,2
3,0,20,0.349999994,1.314175844,0.000000000,1.815292358,2
3,0,21,0.349999994,1.344098568,0.000000000,1.795366645,2
3,0,22,0.349999994,1.373689294,0.000000000,1.775440931,2
3,0,23,0.349999994,1.361484885,0.000000000,-0.983088672,2
3,0,24,0.349999994,1.344768047,0.000000000,-1.003014326,2
3,0,25,0.349999994,1.327718973,0.000000000,-1.022939920,2
3,0,26,0.349999994,1.310337901,0.000000000,-1.042865515,2
3,0,27,0.349999994,1.292624712,0.000000000,-1.062791109,2
3,0,28,0.349999994,1.274579525,0.000000000,-1.082716703,2
3,0,29,0.349999994,1.256202102,0.000000000,-1.102642298,2
3,0,30,0.349999994,1.237492681,0.000000000,-1.122567892,2
3,0,31,0.349999994,1.218451142,0.000000000,-1.142493486,2
3,0,32,0.349999994,1.199077487,0.000000000,-1.162419081,2
3,0,33,0.349999994,1.179371715,0.000000000,-1.182344675,2
3,0,34,0.349999994,1.159333944,0.000000000,-1.202270269,2
3,0,35,0.349999994,1.138963938,0.000000000,-1.222195864,2
3,0,36,0.349999994,1.118262053,0.000000000,-1.242121458,2
3,0,37,0.349999994,1.097227812,0.000000000,-1.262047052,2
3,0,38,0.349999964,1.102021933,0.000000000,0.717904568,2
3,0,39,0.349999964,1.125783682,0.000000000,1.425710678,3
3,0,40,0.349999964,1.149213552,0.000000000,1.405785084,3
3,0,41,0.349999964,1.172311187,0.000000000,1.385859489,3
3,0,42,0.349999964,1.195076704,0.000000000,1.365933895,3
3,0,43,0.349999964,1.217510223,0.000000000,1.346008301,3
3,0,44,0.349999964,1.239611626,0.000000000,1.326082706,3
3,0,45,0.349999964,1.261380911,0.000000000,1.306157112,3
3,1,1,0.366666675,1.142967820,1.000000000,2.980074406,0
3,1,2,0.385473609,1.204242110,1.128415823,3.676460743,1
3,1,3,0.404280514,1.265184402,1.128415823,3.656534910,1
3,1,4,0.423087448,1.325794578,1.128415823,3.636609316,1
3,1,5,0.440767378,1.370703220,0.683838367,-2.120105267,1
3,1,6,0.452164710,1.335036039,0.683838367,-2.140030861,1
3,1,7,0.463562012,1.299036741,0.683838367,-2.159956455,1
3,1,8,0.474959314,1.262705326,0.683838367,-2.179882288,1
3,1,9,0.486356646,1.226041913,0.683838367,-2.199807882,1
3,1,10,0.497753948,1.189046264,0.683838367,-2.219733715,1
3,1,11,0.509151280,1.151718616,0.683838367,-2.239659309,1
3,1,12,0.520548582,1.114058852,0.683838367,-2.259584904,1
3,1,13,0.531945884,1.076067090,0.683838367,-2.279510736,1
3,1,14,0.543343186,1.037743092,0.683838367,-2.299436331,1
3,1,15,0.554740548,0.999087036,0.683838367,-2.319362164,1
3,1,16,0.566137850,0.960098922,0.683838367,-2.339287758,1
3,1,17,0.577535152,0.920778751,0.683838367,-2.359213352,1
3,1,18,0.588932455,0.881126404,0.683838367,-2.379139185,1
3,1,19,0.600329757,0.841141999,0.683838367,-2.399064779,1
3,1,20,0.611727118,0.800825477,0.683838367,-2.418990612,1
3,1,21,0.623124421,0.760176897,0.683838367,-2.438916206,1
3,1,22,0.634521723,0.719196200,0.683838367,-2.458841801,1
3,1,23,0.645919025,0.677883387,0.683838367,-2.478767633,1
3,1,24,0.657316327,0.636238456,0.683838367,-2.498693228,1
3,1,25,0.668713689,0.594261527,0.683838367,-2.518619061,1
3,1,26,0.680110991,0.551952422,0.683838367,-2.538544655,1
3,1,27,0.691508293,0.509311259,0.683838367,-2.558470249,1
3,1,28,0.692708373,0.468943775,-0.382949531,-2.276662827,1
3,1,29,0.686325908,0.430667311,-0.382949531,-2.296588421,1
3,1,30,0.679943383,0.392058730,-0.382949531,-2.316514254,1
3,1,31,0.673560858,0.353118062,-0.382949531,-2.336439848,1
3,1,32,0.657843709,0.327966243,-1.802264452,-0.192971364,1
3,1,33,0.627806008,0.324417949,-1.802264452,-0.212896988,1
3,1,34,0.597768247,0.320537567,-1.802264452,-0.232822627,1
3,1,35,0.567730546,0.316325098,-1.802264452,-0.252748281,1
3,1,36,0.537692785,0.311780512,-1.802264452,-0.272673905,1
3,1,37,0.507655025,0.306903869,-1.802264452,-0.292599559,1
3,1,38,0.477617323,0.301695108,-1.802264452,-0.312525213,1
3,1,39,0.447579563,0.296154261,-1.802264452,-0.332450837,1
3,1,40,0.417541832,0.290281326,-1.802264452,-0.352376491,1
3,1,41,0.387504101,0.284076273,-1.802264452,-0.372302115,1
3,1,42,0.357466370,0.277539164,-1.802264452,-0.392227769,1
3,1,43,0.327428639,0.270669937,-1.802264452,-0.412153393,1
3,1,44,0.297390878,0.263468623,-1.802264452,-0.432079017,1
3,1,45,0.267353147,0.255935222,-1.802264452,-0.452004671,1
