0.620000,1.000000,0.636666656,0.799667895,1.000000000,-0.019925641
0.620000,2.000000,0.653333306,0.799667895,2.000000000,-0.019925641
0.620000,4.000000,0.686666608,0.799667895,4.000000000,-0.019925641
0.620000,6.000000,0.683135569,0.799694002,-3.359999895,-0.013111925
0.620000,10.000000,0.645802200,0.799728990,-5.599999905,-0.013111925
0.650000,1.000000,0.666666627,0.799667895,1.000000000,-0.019925641
0.650000,2.000000,0.683333337,0.799667895,2.000000000,-0.019925641
0.650000,4.000000,0.685002208,0.799701393,-2.240000248,-0.013111925
0.650000,6.000000,0.666335583,0.799728036,-3.359999895,-0.013111925
0.650000,10.000000,0.629002213,0.799749434,-5.599999905,-0.013111925
0.670000,1.000000,0.686666667,0.799667895,1.000000000,-0.019925641
0.670000,2.000000,0.692468882,0.799689412,-1.120000124,-0.013111925
0.670000,4.000000,0.673802197,0.799735427,-2.240000248,-0.013111925
0.670000,6.000000,0.655135512,0.799750805,-3.359999895,-0.013111925
0.670000,10.000000,0.617802203,0.799763083,-5.599999905,-0.013111925
0.680000,1.000000,0.696666658,0.799667895,1.000000000,-0.019925641
0.680000,2.000000,0.686868846,0.799723506,-1.120000124,-0.013111925
0.680000,4.000000,0.668202221,0.799752533,-2.240000248,-0.013111925
0.680000,6.000000,0.649535537,0.799762130,-3.359999895,-0.013111925
0.680000,10.000000,0.612202227,0.799769938,-5.599999905,-0.013111925
0.685000,1.000000,0.693402231,0.799699664,-0.560000062,-0.013111925
0.685000,2.000000,0.684068918,0.799740553,-1.120000124,-0.013111925
0.685000,4.000000,0.665402234,0.799760997,-2.240000248,-0.013111925
0.685000,6.000000,0.646735549,0.799767852,-3.359999895,-0.013111925
0.685000,10.000000,0.609402239,0.799773335,-5.599999905,-0.013111925
0.690000,1.000000,0.690602183,0.799733758,-0.560000062,-0.013111925
0.690000,2.000000,0.681268871,0.799757600,-1.120000124,-0.013111925
0.690000,4.000000,0.662602246,0.799769521,-2.240000248,-0.013111925
0.690000,6.000000,0.643935502,0.799773514,-3.359999895,-0.013111894
0.690000,10.000000,0.606602252,0.799776733,-5.599999905,-0.013111925
0.695000,1.000000,0.687802255,0.799767852,-0.560000062,-0.013111925
0.695000,2.000000,0.678468883,0.799774647,-1.120000124,-0.013111925
0.695000,4.000000,0.659802258,0.799778104,-2.240000248,-0.013111925
0.695000,6.000000,0.641135573,0.799779177,-3.359999895,-0.013111925
0.695000,10.000000,0.603802264,0.799780071,-5.599999905,-0.013111925
