0.62,1,0.6366666666666662,0.7996679060392213,1,-0.01992563764674161,false,
0.62,2,0.6533333333333332,0.7996679060392211,2,-0.01992563764674161,false,
0.62,4,0.6866666666666664,0.79966790603922,4,-0.01992563764674161,false,
0.62,6,0.7250399999999997,0.79966790603922,6,-0.01992563764674161,true,
0.62,10,0.7082491666666668,0.7997018264582503,-5.600000000000001,-0.013096023076956887,false,0.7020000000000025
0.65,1,0.6666666666666662,0.7996679060392213,1,-0.01992563764674161,false,
0.65,2,0.6833333333333332,0.7996679060392211,2,-0.01992563764674161,false,
0.65,4,0.7229066666666666,0.79966790603922,4,-0.01992563764674161,true,
0.65,6,0.7287825000000001,0.7996827035374546,-3.3599999999999994,-0.013096023076956887,false,0.8700000000000029
0.65,10,0.6914491666666668,0.7997223153019598,-5.600000000000001,-0.013096023076956887,false,0.5220000000000017
0.67,1,0.6866666666666662,0.7996679060392213,1,-0.01992563764674161,false,
0.67,2,0.7006933333333333,0.7996679060392211,2,-0.01992563764674161,true,
0.67,4,0.7364266666666666,0.79966790603922,4,-0.01992563764674161,false,
0.67,6,0.7175825000000001,0.7997054689193541,-3.3599999999999994,-0.013096023076956887,false,0.670000000000002
0.67,10,0.6802491666666667,0.7997359745310995,-5.600000000000001,-0.013096023076956887,false,0.4020000000000012
0.68,1,0.6964266666666664,0.7996679060392213,1,-0.01992563764674161,true,
0.68,2,0.7070933333333334,0.7996679060392211,2,-0.01992563764674161,true,
0.68,4,0.7306491666666667,0.7996844109410971,-2.24,-0.013096023076956887,false,0.8550000000000023
0.68,6,0.7119825000000001,0.7997168516103039,-3.3599999999999994,-0.013096023076956887,false,0.5700000000000015
0.68,10,0.6746491666666667,0.7997428041456693,-5.600000000000001,-0.013096023076956887,false,0.3420000000000009
0.685,1,0.6996266666666664,0.7996679060392213,1,-0.01992563764674161,true,
0.685,2,0.7239733333333332,0.7996679060392211,2,-0.01992563764674161,true,
0.685,4,0.7278491666666667,0.7996929479593095,-2.24,-0.013096023076956887,false,0.780000000000002
0.685,6,0.7091825,0.7997225429557787,-3.3599999999999994,-0.013096023076956887,false,0.5200000000000014
0.685,10,0.6718491666666667,0.7997462189529543,-5.600000000000001,-0.013096023076956887,false,0.3120000000000008
0.69,1,0.7028266666666663,0.7996679060392213,1,-0.01992563764674161,true,
0.69,2,0.7271733333333332,0.7996679060392211,2,-0.01992563764674161,true,
0.69,4,0.7250491666666667,0.7997014849775217,-2.24,-0.013096023076956887,false,0.7050000000000033
0.69,6,0.7063825000000001,0.7997282343012536,-3.3599999999999994,-0.013096023076956887,false,0.47000000000000225
0.69,10,0.6690491666666667,0.7997496337602391,-5.600000000000001,-0.013096023076956887,false,0.28200000000000136
0.695,1,0.7060266666666664,0.7996679060392213,1,-0.01992563764674161,true,
0.695,2,0.7303733333333332,0.7996679060392211,2,-0.01992563764674161,true,
0.695,4,0.7222491666666667,0.7997100219957342,-2.24,-0.013096023076956887,false,0.630000000000003
0.695,6,0.7035825000000001,0.7997339256467285,-3.3599999999999994,-0.013096023076956887,false,0.420000000000002
0.695,10,0.6662491666666667,0.799753048567524,-5.600000000000001,-0.013096023076956887,false,0.2520000000000012
